FileName,Healthy,Abnormal,Label
330,0,1,0
331,0,1,0
332,0,1,0
333,0,1,0
334,0,1,0
335,0,1,0
336,0,1,0
337,0,1,0
338,0,1,0
339,0,1,0
340,0,1,0
341,0,1,0
342,0,1,0
343,0,1,0
344,0,1,0
345,0,1,0
346,0,1,0
347,0,1,0
348,0,1,0
349,0,1,0
350,0,1,0
351,0,1,0
352,0,1,0
353,0,1,0
354,0,1,0
355,0,1,0
356,0,1,0
357,0,1,0
358,0,1,0
359,0,1,0
360,0,1,0
361,0,1,0
362,0,1,0
363,0,1,0
364,0,1,0
365,0,1,0
366,0,1,0
367,0,1,0
368,0,1,0
369,0,1,0
370,0,1,0
371,0,1,0
372,0,1,0
373,0,1,0
374,0,1,0
375,0,1,0
376,0,1,0
377,0,1,0
378,0,1,0
379,0,1,0
380,0,1,0
381,0,1,0
382,0,1,0
383,0,1,0
384,0,1,0
385,0,1,0
386,0,1,0
387,0,1,0
388,0,1,0
389,0,1,0
390,0,1,0
391,0,1,0
392,0,1,0
393,0,1,0
394,0,1,0
395,0,1,0
396,0,1,0
397,0,1,0
398,0,1,0
399,0,1,0
400,0,1,0
401,0,1,0
402,0,1,0
403,0,1,0
404,0,1,0
405,0,1,0
406,0,1,0
407,0,1,0
408,0,1,0
409,0,1,0
410,0,1,0
411,0,1,0
412,0,1,0
413,0,1,0
414,0,1,0
415,0,1,0
416,0,1,0
417,0,1,0
418,0,1,0
419,0,1,0
420,0,1,0
421,0,1,0
422,0,1,0
423,0,1,0
424,0,1,0
425,0,1,0
426,0,1,0
427,0,1,0
428,0,1,0
429,0,1,0
430,0,1,0
431,0,1,0
432,0,1,0
433,0,1,0
434,0,1,0
435,0,1,0
436,0,1,0
437,0,1,0
438,0,1,0
439,0,1,0
440,0,1,0
441,0,1,0
442,0,1,0
443,0,1,0
444,0,1,0
445,0,1,0
446,0,1,0
447,0,1,0
448,0,1,0
449,0,1,0
450,0,1,0
451,0,1,0
452,0,1,0
453,0,1,0
454,0,1,0
455,0,1,0
456,0,1,0
457,0,1,0
458,0,1,0
459,0,1,0
460,0,1,0
461,0,1,0
462,0,1,0
463,0,1,0
464,0,1,0
465,0,1,0
466,0,1,0
467,0,1,0
468,0,1,0
469,0,1,0
470,0,1,0
471,0,1,0
472,0,1,0
473,0,1,0
474,0,1,0
475,0,1,0
476,0,1,0
477,0,1,0
478,0,1,0
479,0,1,0
480,0,1,0
481,0,1,0
482,0,1,0
483,0,1,0
484,0,1,0
485,0,1,0
486,0,1,0
487,0,1,0
488,0,1,0
489,0,1,0
490,0,1,0
491,0,1,0
492,0,1,0
493,0,1,0
494,0,1,0
495,0,1,0
496,0,1,0
497,0,1,0
498,0,1,0
499,0,1,0
500,0,1,0
501,0,1,0
502,0,1,0
503,0,1,0
504,0,1,0
505,0,1,0
506,0,1,0
507,0,1,0
508,0,1,0
509,0,1,0
510,0,1,0
511,0,1,0
512,0,1,0
513,0,1,0
514,0,1,0
515,0,1,0
516,0,1,0
517,0,1,0
518,0,1,0
519,0,1,0
520,0,1,0
521,0,1,0
522,0,1,0
523,0,1,0
524,0,1,0
525,0,1,0
526,0,1,0
527,0,1,0
528,0,1,0
529,0,1,0
530,0,1,0
531,0,1,0
532,0,1,0
533,0,1,0
534,0,1,0
535,0,1,0
536,0,1,0
537,0,1,0
538,0,1,0
539,0,1,0
540,0,1,0
541,0,1,0
542,0,1,0
543,0,1,0
544,0,1,0
545,0,1,0
546,0,1,0
547,0,1,0
548,0,1,0
549,0,1,0
550,0,1,0
551,0,1,0
552,0,1,0
553,0,1,0
554,0,1,0
555,0,1,0
556,0,1,0
557,0,1,0
558,0,1,0
559,0,1,0
560,0,1,0
561,0,1,0
562,0,1,0
563,0,1,0
564,0,1,0
565,0,1,0
566,0,1,0
567,0,1,0
568,0,1,0
569,0,1,0
570,0,1,0
571,0,1,0
572,0,1,0
573,0,1,0
574,0,1,0
575,0,1,0
576,0,1,0
577,0,1,0
578,0,1,0
579,0,1,0
580,0,1,0
581,0,1,0
582,0,1,0
583,0,1,0
584,0,1,0
585,0,1,0
586,0,1,0
587,0,1,0
588,0,1,0
589,0,1,0
590,0,1,0
591,0,1,0
592,0,1,0
593,0,1,0
594,0,1,0
595,0,1,0
596,0,1,0
597,0,1,0
598,0,1,0
599,0,1,0
600,0,1,0
601,0,1,0
602,0,1,0
603,0,1,0
604,0,1,0
605,0,1,0
606,0,1,0
607,0,1,0
608,0,1,0
609,0,1,0
610,0,1,0
611,0,1,0
612,0,1,0
613,0,1,0
614,0,1,0
615,0,1,0
616,0,1,0
617,0,1,0
618,0,1,0
619,0,1,0
620,0,1,0
621,0,1,0
622,0,1,0
623,0,1,0
624,0,1,0
625,0,1,0
626,0,1,0
627,0,1,0
628,0,1,0
629,0,1,0
630,0,1,0
631,0,1,0
632,0,1,0
633,0,1,0
634,0,1,0
635,0,1,0
636,0,1,0
637,0,1,0
638,0,1,0
639,0,1,0
640,0,1,0
641,0,1,0
642,0,1,0
643,0,1,0
644,0,1,0
645,0,1,0
646,0,1,0
647,0,1,0
648,0,1,0
649,0,1,0
650,0,1,0
651,0,1,0
652,0,1,0
653,0,1,0
654,0,1,0
655,0,1,0
656,0,1,0
657,0,1,0
658,0,1,0
659,0,1,0
660,0,1,0
661,0,1,0
662,0,1,0
663,0,1,0
664,0,1,0
665,0,1,0
666,0,1,0
667,0,1,0
668,0,1,0
669,0,1,0
670,0,1,0
671,0,1,0
672,0,1,0
673,0,1,0
674,0,1,0
675,0,1,0
676,0,1,0
677,0,1,0
678,0,1,0
679,0,1,0
680,0,1,0
681,0,1,0
682,0,1,0
683,0,1,0
684,0,1,0
685,0,1,0
686,0,1,0
687,0,1,0
688,0,1,0
689,0,1,0
690,0,1,0
691,0,1,0
692,0,1,0
693,0,1,0
694,0,1,0
695,0,1,0
696,0,1,0
697,0,1,0
698,0,1,0
699,0,1,0
700,0,1,0
701,0,1,0
702,0,1,0
703,0,1,0
704,0,1,0
705,0,1,0
706,0,1,0
707,0,1,0
708,0,1,0
709,0,1,0
710,0,1,0
711,0,1,0
712,0,1,0
713,0,1,0
714,0,1,0
715,0,1,0
716,0,1,0
717,0,1,0
718,0,1,0
719,0,1,0
720,0,1,0
721,0,1,0
722,0,1,0
723,0,1,0
724,0,1,0
725,0,1,0
726,0,1,0
727,0,1,0
728,0,1,0
729,0,1,0
730,0,1,0
731,0,1,0
732,0,1,0
733,0,1,0
734,0,1,0
735,0,1,0
736,0,1,0
737,0,1,0
738,0,1,0
739,0,1,0
740,0,1,0
741,0,1,0
742,0,1,0
743,0,1,0
744,0,1,0
745,0,1,0
746,0,1,0
747,0,1,0
748,0,1,0
749,0,1,0
750,0,1,0
751,0,1,0
752,0,1,0
753,0,1,0
754,0,1,0
755,0,1,0
756,0,1,0
757,0,1,0
758,0,1,0
759,0,1,0
760,0,1,0
761,0,1,0
762,0,1,0
763,0,1,0
764,0,1,0
765,0,1,0
766,0,1,0
767,0,1,0
768,0,1,0
769,0,1,0
770,0,1,0
771,0,1,0
772,0,1,0
773,0,1,0
774,0,1,0
775,0,1,0
776,0,1,0
777,0,1,0
778,0,1,0
779,0,1,0
780,0,1,0
781,0,1,0
782,0,1,0
783,0,1,0
784,0,1,0
785,0,1,0
786,0,1,0
787,0,1,0
788,0,1,0
789,0,1,0
790,0,1,0
791,0,1,0
792,0,1,0
793,0,1,0
794,0,1,0
795,0,1,0
796,0,1,0
797,0,1,0
798,0,1,0
799,0,1,0
800,0,1,0
801,0,1,0
802,0,1,0
803,0,1,0
804,0,1,0
805,0,1,0
806,0,1,0
807,0,1,0
808,0,1,0
809,0,1,0
810,0,1,0
811,0,1,0
812,0,1,0
813,0,1,0
814,0,1,0
815,0,1,0
816,0,1,0
817,0,1,0
818,0,1,0
819,0,1,0
820,0,1,0
821,0,1,0
822,0,1,0
823,0,1,0
824,0,1,0
825,0,1,0
826,0,1,0
827,0,1,0
828,0,1,0
829,0,1,0
830,0,1,0
831,0,1,0
832,0,1,0
833,0,1,0
834,0,1,0
835,0,1,0
836,0,1,0
837,0,1,0
838,0,1,0
839,0,1,0
840,0,1,0
841,0,1,0
842,0,1,0
843,0,1,0
844,0,1,0
845,0,1,0
846,0,1,0
847,0,1,0
848,0,1,0
849,0,1,0
850,0,1,0
851,0,1,0
852,0,1,0
853,0,1,0
854,0,1,0
855,0,1,0
856,0,1,0
857,0,1,0
858,0,1,0
859,0,1,0
860,0,1,0
861,0,1,0
862,0,1,0
863,0,1,0
864,0,1,0
865,0,1,0
866,0,1,0
867,0,1,0
868,0,1,0
869,0,1,0
870,0,1,0
871,0,1,0
872,0,1,0
873,0,1,0
874,0,1,0
875,0,1,0
876,0,1,0
877,0,1,0
878,0,1,0
879,0,1,0
880,0,1,0
881,0,1,0
882,0,1,0
883,0,1,0
884,0,1,0
885,0,1,0
886,0,1,0
887,0,1,0
888,0,1,0
889,0,1,0
890,0,1,0
891,0,1,0
892,0,1,0
893,0,1,0
894,0,1,0
895,0,1,0
896,0,1,0
897,0,1,0
898,0,1,0
899,0,1,0
900,0,1,0
901,0,1,0
902,0,1,0
903,0,1,0
904,0,1,0
905,0,1,0
906,0,1,0
907,0,1,0
908,0,1,0
909,0,1,0
910,0,1,0
911,0,1,0
912,0,1,0
913,0,1,0
914,0,1,0
915,0,1,0
916,0,1,0
917,0,1,0
918,0,1,0
919,0,1,0
920,0,1,0
921,0,1,0
922,0,1,0
923,0,1,0
924,0,1,0
925,0,1,0
926,0,1,0
927,0,1,0
928,0,1,0
929,0,1,0
930,0,1,0
931,0,1,0
932,0,1,0
933,0,1,0
934,0,1,0
935,0,1,0
936,0,1,0
937,0,1,0
938,0,1,0
939,0,1,0
940,0,1,0
941,0,1,0
942,0,1,0
943,0,1,0
944,0,1,0
945,0,1,0
946,0,1,0
947,0,1,0
948,0,1,0
949,0,1,0
950,0,1,0
951,0,1,0
952,0,1,0
953,0,1,0
954,0,1,0
955,0,1,0
956,0,1,0
957,0,1,0
958,0,1,0
959,0,1,0
960,0,1,0
961,0,1,0
962,0,1,0
963,0,1,0
964,0,1,0
965,0,1,0
966,0,1,0
967,0,1,0
968,0,1,0
969,0,1,0
970,0,1,0
971,0,1,0
972,0,1,0
973,0,1,0
974,0,1,0
975,0,1,0
976,1,0,1
977,1,0,1
978,1,0,1
979,1,0,1
980,1,0,1
981,1,0,1
982,1,0,1
983,1,0,1
984,1,0,1
985,1,0,1
986,1,0,1
987,1,0,1
988,1,0,1
989,1,0,1
990,1,0,1
991,1,0,1
992,1,0,1
993,1,0,1
994,1,0,1
995,1,0,1
996,1,0,1
997,1,0,1
998,1,0,1
999,1,0,1
1000,1,0,1
1001,1,0,1
1002,1,0,1
1003,1,0,1
1004,1,0,1
1005,1,0,1
1006,1,0,1
1007,1,0,1
1008,1,0,1
1009,1,0,1
1010,1,0,1
1011,1,0,1
1012,1,0,1
1013,1,0,1
1014,1,0,1
1015,1,0,1
1016,1,0,1
1017,1,0,1
1018,1,0,1
1019,1,0,1
1020,1,0,1
1021,1,0,1
1022,1,0,1
1023,1,0,1
1024,1,0,1
1025,1,0,1
1026,1,0,1
1027,1,0,1
1028,1,0,1
1029,1,0,1
1030,1,0,1
1031,1,0,1
1032,1,0,1
1033,1,0,1
1034,1,0,1
1035,1,0,1
1036,1,0,1
1037,1,0,1
1038,1,0,1
1039,1,0,1
1040,1,0,1
1041,1,0,1
1042,1,0,1
1043,1,0,1
1044,1,0,1
1045,1,0,1
1046,1,0,1
1047,1,0,1
1048,1,0,1
1049,1,0,1
1050,1,0,1
1051,1,0,1
1052,1,0,1
1053,1,0,1
1054,1,0,1
1055,1,0,1
1056,1,0,1
1057,1,0,1
1058,1,0,1
1059,1,0,1
1060,1,0,1
1061,1,0,1
1062,1,0,1
1063,1,0,1
1064,1,0,1
1065,1,0,1
1066,1,0,1
1067,1,0,1
1068,1,0,1
1069,1,0,1
1070,1,0,1
1071,1,0,1
1072,1,0,1
1073,1,0,1
1074,1,0,1
1075,1,0,1
1076,1,0,1
1077,1,0,1
1078,1,0,1
1079,1,0,1
1080,1,0,1
1081,1,0,1
1082,1,0,1
1083,1,0,1
1084,1,0,1
1085,1,0,1
1086,1,0,1
1087,1,0,1
1088,1,0,1
1089,1,0,1
1090,1,0,1
1091,1,0,1
1092,1,0,1
1093,1,0,1
1094,1,0,1
1095,1,0,1
1096,1,0,1
1097,1,0,1
1098,1,0,1
1099,1,0,1
1100,1,0,1
1101,1,0,1
1102,1,0,1
1103,1,0,1
1104,1,0,1
1105,1,0,1
1106,1,0,1
1107,1,0,1
1108,1,0,1
1109,1,0,1
1110,1,0,1
1111,1,0,1
1112,1,0,1
1113,1,0,1
1114,1,0,1
1115,1,0,1
1116,1,0,1
1117,1,0,1
1118,1,0,1
1119,1,0,1
1120,1,0,1
1121,1,0,1
1122,1,0,1
1123,1,0,1
1124,1,0,1
1125,1,0,1
1126,1,0,1
1127,1,0,1
1128,1,0,1
1129,1,0,1
1130,1,0,1
1131,1,0,1
1132,1,0,1
1133,1,0,1
1134,1,0,1
1135,1,0,1
1136,1,0,1
1137,1,0,1
1138,1,0,1
1139,1,0,1
1140,1,0,1
1141,1,0,1
1142,1,0,1
1143,1,0,1
1144,1,0,1
1145,1,0,1
1146,1,0,1
1147,1,0,1
1148,1,0,1
1149,1,0,1
1150,1,0,1
1151,1,0,1
1152,1,0,1
1153,1,0,1
1154,1,0,1
1155,1,0,1
1156,1,0,1
1157,1,0,1
1158,1,0,1
1159,1,0,1
1160,1,0,1
1161,1,0,1
1162,1,0,1
1163,1,0,1
1164,1,0,1
1165,1,0,1
1166,1,0,1
1167,1,0,1
1168,1,0,1
1169,1,0,1
1170,1,0,1
1171,1,0,1
1172,1,0,1
1173,1,0,1
1174,1,0,1
1175,1,0,1
1176,1,0,1
1177,1,0,1
1178,1,0,1
1179,1,0,1
1180,1,0,1
1181,1,0,1
1182,1,0,1
1183,1,0,1
1184,1,0,1
1185,1,0,1
1186,1,0,1
1187,1,0,1
1188,1,0,1
1189,1,0,1
1190,1,0,1
1191,1,0,1
1192,1,0,1
1193,1,0,1
1194,1,0,1
1195,1,0,1
1196,1,0,1
1197,1,0,1
1198,1,0,1
1199,1,0,1
1200,1,0,1
1201,1,0,1
1202,1,0,1
1203,1,0,1
1204,1,0,1
1205,1,0,1
1206,1,0,1
1207,1,0,1
1208,1,0,1
1209,1,0,1
1210,1,0,1
1211,1,0,1
1212,1,0,1
1213,1,0,1
1214,1,0,1
1215,1,0,1
1216,1,0,1
1217,1,0,1
1218,1,0,1
1219,1,0,1
1220,1,0,1
1221,1,0,1
1222,1,0,1
1223,1,0,1
1224,1,0,1
1225,1,0,1
1226,1,0,1
1227,1,0,1
1228,1,0,1
1229,1,0,1
1230,1,0,1
1231,1,0,1
1232,1,0,1
1233,1,0,1
1234,1,0,1
1235,1,0,1
1236,1,0,1
1237,1,0,1
1238,1,0,1
1239,1,0,1
1240,1,0,1
1241,1,0,1
1242,1,0,1
1243,1,0,1
1244,1,0,1
1245,1,0,1
1246,1,0,1
1247,1,0,1
1248,1,0,1
1249,1,0,1
1250,1,0,1
1251,1,0,1
1252,1,0,1
1253,1,0,1
1254,1,0,1
1255,1,0,1
1256,1,0,1
1257,1,0,1
1258,1,0,1
1259,1,0,1
1260,1,0,1
1261,1,0,1
1262,1,0,1
1263,1,0,1
1264,1,0,1
1265,1,0,1
1266,1,0,1
1267,1,0,1
1268,1,0,1
1269,1,0,1
1270,1,0,1
1271,1,0,1
1272,1,0,1
1273,1,0,1
1274,1,0,1
1275,1,0,1
1276,1,0,1
1277,1,0,1
1278,1,0,1
1279,1,0,1
1280,1,0,1
1281,1,0,1
1282,1,0,1
1283,1,0,1
1284,1,0,1
1285,1,0,1
1286,1,0,1
1287,1,0,1
1288,1,0,1
1289,1,0,1
1290,1,0,1
1291,1,0,1
1292,1,0,1
1293,1,0,1
1294,1,0,1
1295,1,0,1
1296,1,0,1
1297,1,0,1
1298,1,0,1
1299,1,0,1
1300,1,0,1
1301,1,0,1
1302,1,0,1
1303,1,0,1
1304,1,0,1
1305,1,0,1
1306,1,0,1
1307,1,0,1
1308,1,0,1
1309,1,0,1
1310,1,0,1
1311,1,0,1
1312,1,0,1
1313,1,0,1
1314,1,0,1
1315,1,0,1
1316,1,0,1
1317,1,0,1
1318,1,0,1
1319,1,0,1
1320,1,0,1
1321,1,0,1
1322,1,0,1
1323,1,0,1
1324,1,0,1
1325,1,0,1
1326,1,0,1
1327,1,0,1
1328,1,0,1
1329,1,0,1
1330,1,0,1
1331,1,0,1
1332,1,0,1
1333,1,0,1
1334,1,0,1
1335,1,0,1
1336,1,0,1
1337,1,0,1
1338,1,0,1
1339,1,0,1
1340,1,0,1
1341,1,0,1
1342,1,0,1
1343,1,0,1
1344,1,0,1
1345,1,0,1
1346,1,0,1
1347,1,0,1
1348,1,0,1
1349,1,0,1
1350,1,0,1
1351,1,0,1
1352,1,0,1
1353,1,0,1
1354,1,0,1
1355,1,0,1
1356,1,0,1
1357,1,0,1
1358,1,0,1
1359,1,0,1
1360,1,0,1
1361,1,0,1
1362,1,0,1
1363,1,0,1
1364,1,0,1
1365,1,0,1
1366,1,0,1
1367,1,0,1
1368,1,0,1
1369,1,0,1
1370,1,0,1
1371,1,0,1
1372,1,0,1
1373,1,0,1
1374,1,0,1
1375,1,0,1
1376,1,0,1
1377,1,0,1
1378,1,0,1
1379,1,0,1
1380,1,0,1
1381,1,0,1
1382,1,0,1
1383,1,0,1
1384,1,0,1
1385,1,0,1
1386,1,0,1
1387,1,0,1
1388,1,0,1
1389,1,0,1
1390,1,0,1
1391,1,0,1
1392,1,0,1
1393,1,0,1
1394,1,0,1
1395,1,0,1
1396,1,0,1
1397,1,0,1
1398,1,0,1
1399,1,0,1
1400,1,0,1
1401,1,0,1
1402,1,0,1
1403,1,0,1
1404,1,0,1
1405,1,0,1
1406,1,0,1
1407,1,0,1
1408,1,0,1
1409,1,0,1
1410,1,0,1
1411,1,0,1
1412,1,0,1
1413,1,0,1
1414,1,0,1
1415,1,0,1
1416,1,0,1
1417,1,0,1
1418,1,0,1
1419,1,0,1
1420,1,0,1
1421,1,0,1
1422,1,0,1
1423,1,0,1
1424,1,0,1
1425,1,0,1
1426,1,0,1
1427,1,0,1
1428,1,0,1
1429,1,0,1
1430,1,0,1
1431,1,0,1
1432,1,0,1
1433,1,0,1
1434,1,0,1
1435,1,0,1
1436,1,0,1
1437,1,0,1
1438,1,0,1
1439,1,0,1
1440,1,0,1
1441,1,0,1
1442,1,0,1
1443,1,0,1
1444,1,0,1
1445,1,0,1
1446,1,0,1
1447,1,0,1
1448,1,0,1
1449,1,0,1
1450,1,0,1
1451,1,0,1
1452,1,0,1
1453,1,0,1
1454,1,0,1
1455,1,0,1
1456,1,0,1
1457,1,0,1
1458,1,0,1
1459,1,0,1
1460,1,0,1
1461,1,0,1
1462,1,0,1
1463,1,0,1
1464,1,0,1
1465,1,0,1
1466,1,0,1
1467,1,0,1
1468,1,0,1
1469,1,0,1
1470,1,0,1
1471,1,0,1
1472,1,0,1
1473,1,0,1
1474,1,0,1
1475,1,0,1
1476,1,0,1
1477,1,0,1
1478,1,0,1
1479,1,0,1
1480,1,0,1
1481,1,0,1
1482,1,0,1
1483,1,0,1
1484,1,0,1
1485,1,0,1
1486,1,0,1
1487,1,0,1
1488,1,0,1
1489,1,0,1
1490,1,0,1
1491,1,0,1
1492,1,0,1
1493,1,0,1
1494,1,0,1
1495,1,0,1
1496,1,0,1
1497,1,0,1
1498,1,0,1
1499,1,0,1
1500,1,0,1
1501,1,0,1
1502,1,0,1
1503,1,0,1
1504,1,0,1
1505,1,0,1
1506,1,0,1
1507,1,0,1
1508,1,0,1
1509,1,0,1
1510,1,0,1
1511,1,0,1
1512,1,0,1
1513,1,0,1
1514,1,0,1
1515,1,0,1
1516,1,0,1
1517,1,0,1
1518,1,0,1
1519,1,0,1
1520,1,0,1
1521,1,0,1
1522,1,0,1
1523,1,0,1
1524,1,0,1
1525,1,0,1
1526,1,0,1
1527,1,0,1
1528,1,0,1
1529,1,0,1
1530,1,0,1
1531,1,0,1
1532,1,0,1
1533,1,0,1
1534,1,0,1
1535,1,0,1
1536,1,0,1
1537,1,0,1
1538,1,0,1
1539,1,0,1
1540,1,0,1
1541,1,0,1
1542,1,0,1
1543,1,0,1
1544,1,0,1
1545,1,0,1
1546,1,0,1
1547,1,0,1
1548,1,0,1
1549,1,0,1
1550,1,0,1
1551,1,0,1
1552,1,0,1
1553,1,0,1
1554,1,0,1
1555,1,0,1
1556,1,0,1
1557,1,0,1
1558,1,0,1
1559,1,0,1
1560,1,0,1
1561,1,0,1
1562,1,0,1
1563,1,0,1
1564,1,0,1
1565,1,0,1
1566,1,0,1
1567,1,0,1
1568,1,0,1
1569,1,0,1
1570,1,0,1
1571,1,0,1
1572,1,0,1
1573,1,0,1
1574,1,0,1
1575,1,0,1
1576,1,0,1
1577,1,0,1
1578,1,0,1
1579,1,0,1
1580,1,0,1
1581,1,0,1
1582,1,0,1
1583,1,0,1
1584,1,0,1
1585,1,0,1
1586,1,0,1
1587,1,0,1
1588,1,0,1
1589,1,0,1
1590,1,0,1
1591,1,0,1
1592,1,0,1
1593,1,0,1
1594,1,0,1
1595,1,0,1
1596,1,0,1
1597,1,0,1
1598,1,0,1
1599,1,0,1
1600,1,0,1
1601,1,0,1
1602,1,0,1
1603,1,0,1
1604,1,0,1
1605,1,0,1
1606,1,0,1
1607,1,0,1
1608,1,0,1
1609,1,0,1
1610,1,0,1
1611,1,0,1
1612,1,0,1
1613,1,0,1
1614,1,0,1
1615,1,0,1
1616,1,0,1
1617,1,0,1
1618,1,0,1
1619,1,0,1
1620,1,0,1
1621,1,0,1
1622,1,0,1
1623,1,0,1
1624,1,0,1
1625,1,0,1
1626,1,0,1
1627,1,0,1
1628,1,0,1
1629,1,0,1
1630,1,0,1
1631,1,0,1
1632,1,0,1
1633,1,0,1
1634,1,0,1
1635,1,0,1
1636,1,0,1
1637,1,0,1
1638,1,0,1
1639,1,0,1
1640,1,0,1
1641,1,0,1
1642,1,0,1
1643,1,0,1
1644,1,0,1
1645,1,0,1
1646,1,0,1
1647,1,0,1
1648,1,0,1
1649,1,0,1
1650,1,0,1
1651,1,0,1
1652,1,0,1
1653,1,0,1
1654,1,0,1
1655,1,0,1
1656,1,0,1
1657,1,0,1
1658,1,0,1
1659,1,0,1
1660,1,0,1
1661,1,0,1
1662,1,0,1
